161.24141661,42
158.187650731,152
155.100073936,155
155.751391709,155
157.2140431,255
160.978043594,150
155.026004645,155
154.71876489,35
154.908512834,160
154.970452905,35
155.100771482,35
155.073059665,35
157.380726008,170
155.277563106,35
162.126236515,150
160.695293863,155
161.923389417,150
155.877747564,35
157.587005986,155
166.025727496,35
158.343278097,35
155.96861092,35
155.196190194,35
157.040517006,162
154.663961138,35
157.329105392,35
156.829239624,160
166.383245415,185
156.586295221,155
157.86539679,160
154.795132134,155
163.665870268,155
154.105085116,155
156.040318548,160
163.912544609,160
156.236125811,155
154.6958198,155
161.288320239,160
154.546349515,155
155.484327182,155
155.281013893,160
154.899986272,155
159.745018831,160
164.699438047,185
157.899699402,158
160.247600666,155
161.085762308,155
155.271177035,155
155.63445097,155
155.618110369,155
159.383440564,155
156.272117573,155
158.075703568,160
154.870764149,155
155.409189529,155
154.36424874,155
157.929320785,155
158.476990613,155
155.290377892,155
159.417530432,160
156.697730429,155
155.808918494,160
154.622950249,155
156.133470076,160
160.439055782,155
167.494161256,155
160.422854497,155
155.098805204,155
156.229915406,155
154.623536979,155
155.15125263,155
155.962753927,155
161.880316962,170
162.363411327,160
155.673815204,150
165.916030216,155
161.338541261,150
163.7780408,160
155.390361772,155
154.900245213,155
159.167223191,155
155.045204755,155
157.989216178,155
158.359784429,160
154.770112705,155
155.071688632,155
155.146895498,155
157.356434678,155
167.498672478,155
159.298798568,160
156.631590849,155
158.685441135,160
164.438709464,150
157.655565034,155
156.264142152,150
157.141024023,160
155.360049841,150
155.97421861,160
157.719980136,150
156.180027359,150
168.932697675,165
155.097811689,155
155.971231623,155
158.599613336,157
165.099711915,165
154.597791131,150
158.314842544,150
158.826491167,150
158.850235801,165
156.501014029,150
157.116896411,150
155.174115704,15
159.221919596,170
157.289461487,155
158.994969277,150
159.44226758,150
159.361326552,155
156.595579408,150
163.400609282,170
159.247707638,170
160.27054441,150
156.819322204,155
155.177670639,160
162.075428408,160
156.512643954,155
155.883604961,155
166.557960424,160
159.046798154,160
156.107195279,160
160.144259172,170
158.970233764,160
156.572686572,155
155.685143507,160
156.567905319,155
156.049963764,160
154.821526158,160
154.566700429,160
156.706949818,155
158.177426594,150
154.837546432,160
159.42691125,155
155.793317111,160
163.819588526,160
155.855041648,160
159.899833591,160
159.569379212,160
157.089376421,160
155.854146341,160
157.101750256,155
159.650641795,160
162.33936433,160
158.020192061,158
156.837071048,160
155.888162281,160
157.163013012,160
159.285306786,160
157.610842572,160
155.759940624,160
159.07217961,150
159.389339325,160
159.873927757,160
154.918175597,160
155.738940692,155
160.453233276,170
156.683513411,170
157.425069979,150
167.495011796,170
156.2161414,155
157.823873536,160
154.18648992,160
159.900121893,160
157.677146116,160
158.776373084,152
155.7942734,155
156.16301461,160
155.496006811,151
154.745528917,155
155.210480016,155
157.947670223,160
154.618256552,150
158.324542202,160
158.873385438,165
158.979958282,160
157.688591721,150
159.651063347,160
158.18540075,150
159.899705323,160
158.803245215,150
159.149196055,155
160.01667463,155
158.157895139,160
154.167116152,160
154.921730491,150
157.236047034,150
